title,publish_date,text
"Business News: Latest News on Business, Stock Markets, Financial News, India Business & World Business News",,"DAILY CHECK-INS: 0 /5 completed

You must login to keep earning daily check-in points"
"Read Latest Finance News, IPO, Mutual Funds News",,"CAIT wrote to Commerce Minister Piyush Goyal in this regard urging him to prohibit Aditya Birla Fashion and Retail Ltd from directly or indi...

Treebo Hotels announced that it has raised Rs 10 crore from a group of angel investors including Vijay Shekhar Sharma, founder and CEO of Pa...

Patel Engineering on Tuesday said it has won an order worth Rs 1,564.42 crore to build 2,000 MW Subansiri Lower Hydro Electric project in Ar...

Earlier this month, DHFL had received four bids for either picking up stake in the company or buying out assets. The four bidders are Adani ...

Vistara's announcement comes a day after budget carrier SpiceJet said it will operate flights to Dhaka and port city Chittagong from India f...

Kinetic Green Energy & Power Solutions had in February 2018 announced setting up of a joint venture with Tonino Lamborghini in India for des..."
"LG Q52: LG Q52 with 4GB RAM, 4,000mAh battery launched",,"LG Q52 comes in a single RAM model. The device packs 4GB of RAM and has an internal storage capacity of 64GB. ... Read More

LG has expanded its range of smartphones with the launch of the latest LG Q52 phone. The handset comes with four rear camera system and is backed by a 4000mAh battery. The smartphone has been launched in South Korea.

Price

LG Q52 comes in a single RAM model. The device packs 4GB of RAM and has an internal storage capacity of 64GB. It will be offered in two colour variants- Silky White and Silky Red. The handset is priced at KRW 3,30,000 (approximately Rs 21,500). It will be available from October 28 onwards in the country.

LG Q52: Specs

LG Q52 has a 6.6-inch HD+ screen with punch-hole on the top. The smartphone is powered by an octa-core processor clocked at 2.3GHz. It runs on Android 10 operating system.

On the camera front, the handset boasts of quad lens camera at the back. The setup comprises a 48MP main camera, a 5MP wide-angle lens, a 2MP macro sensor, and a 2MP depth sensor. For selfies, LG Q52 features a 13MP camera at the front.

As mentioned above, the phone is equipped with 4GB RAM and 64GB storage capacity. The device is backed by a 4,000mAh battery with a USB Type-C charger. Wi-Fi, Bluetooth, NFC and GPS are some of the connectivity features available on the phone.

"
Samsung Pop Out Smartphone: Samsung may be working on a smartphone with pop-out display,,"After foldable phones, Samsung may be gearing up to launch phones with a new design that includes a flexible display that pops out. Samsung has reportedly filed a patent for a smartphone that comes with a flexible display that comes out of its chassis slightly. So, what’s the purpose of this? Samsung wants to put a loudspeaker resonance chamber within the tiny among of space created inside the body after the display pops out a bit, as per a report by LetsGoDigital .

“The telephone housing consists of a front and a rear panel, between which all components are placed. One or more speakers are placed directly under the front panel, as well as a microphone, a front camera module and various sensors.”

The idea is to make room for better speakers. The report claims that Samsung and LG have been looking at including better quality speakers to improve audio quality of their phones . The display will be made on plastic polymer, similar to the ones seen in Samsung’s foldable phones like the Galaxy Z Flip or Z Fold 2.

“These components can move with the front panel and flexible screen. The top part of the screen makes an inward folding movement, without the housing moving with it. This creates extra resonance space for the sound equipment within the housing,” said LetsGoDigital .

Samsung has not made anything official about this technology yet. While Samsung may or may not be working on a smartphone like this, there is no official word about it either.

Meanwhile, HTC may have plans for a foldable phone , if we go by a recent patent filing. Spotted by LetsGoDigital, the patent filing shows a smartphone with hinge in the middle. It seems like the fold would be horizontally in the middle.

"
"oneplus 7t: Amazon sale: OnePlus 7T selling at Rs 32,999 in upgrade deal",,"OnePlus 7T has got a price cut of Rs 7,000 during the Amazon Great Indian Festival sale. The handset is available at a revised price of Rs 32,999 now, with 6 months no cost EMI option.

The OnePlus 7T features a 6.55-inch AMOLED display with a 90Hz refresh rate, HDR10+ and 20:9 aspect ratio. The display also houses a fingerprint sensor.The smartphone comes with a new design compared to the OnePlus 7 as the vertical camera strip has been replaced by circular rim design. The company has added another camera sensor as well.

The smartphone comes powered by Qualcomm Snapdragon 855+ processor, paired with 8GB LPDDR4X RAM. In terms of storage, there are two storage options — 128GB and 256GB. There is no external storage option but comes with dual nano-SIM slot. The smartphone runs OxygenOS 10.0 based on the Android 10 operating system.

For imaging duties, OnePlus 7T has a triple rear camera setup. The primary sensor is a 48MP Sony IMX586 (f/1.6 aperture) with OIS and EIS support. This is paired with a 12MP telephoto sensor (f/2.2 aperture) and a 16MP ultra wide angle sensor (f/2.2 aperture) with 117-degree field of view. The camera setup offers a 2x optical zoom and 4K, 1080p video recording at up to 60 fps. OnePlus 7T buyers also get features like ultrashort, night-cap, pro mode, AI scene detection among others. On the front, there is a 16MP Sony IMX471 sensor (f/2.0 aperture) with fixed focus and 1080p video recording support of 1080p at 30fps. Backed by a 3800mAh battery, the OnePlus 7T comes with an upgraded Warp Charge 30T that the company claims is 18% faster than the previous Warp Charge 30.

"
Microsoft Office apps on iPad updated with trackpad and mouse support,,"After Apple added trackpad support to iPadOS via a software update, Microsoft announced that the entire Office... Read More

After Apple added trackpad support to iPadOS via a software update, Microsoft announced that the entire Office apps on iPad will be compatible with Apple iPad trackpad by this fall. Keeping to its word, the company has started rolling out the full iPadOS cursor support to Office apps on iPad.

Word, Excel and PowerPoint apps on iPad can now take full advantage of Apple’s new Magic Keyboard trackpad or mouse with the latest version of iPadOS and Office apps. Microsoft says that the iPadOS cursor transforms into the tool users need depending on the content the cursor is pointing to. Also, common tasks such highlighting a text in word, changing the place of an image in PowerPoint, selecting a range in Excel, etc will be familiar to the PC or Mac version of the apps.

In addition to that, Microsoft has also updated these apps with new start screens and a new ribbon of feature menus. According to the company, this brings a much cleaner and more modern user interface to these apps. These changes are a part of the company's new Fluent UI design statement which can be seen across the Microsoft 365 experience.

Microsoft has confirmed that several users have already started receiving the update, however, it is a phased rollout and might take a couple of weeks to reach all users.

For those unaware, Microsoft has recently updated its Office apps on iPad with Split screen support allowing users to run Office apps on iPad in split screen view.

"
"OnePlus Watch launch postponed, may not come this year",,"OnePlus has been working on a smartwatch for some time now and the company was expected to launch its first smartwatch soon. However, a report by PhoneArena claims that the OnePlus Watch is not launching any time soon. In fact, it may not even launch in 2020. OnePlus is reportedly facing issues with software for the smartwatch which the company wants to perfect before launch.

Recently, a report by the XDA Developers claimed that a device with the name of “OnePlus Watch” was spotted on Indonesia’s regulatory body’s IMDA website. As per the listing, the device has been listed as a “Wearable Watch” name with model number W301GB. The listing also reveals that the wearable device will run on Google ’s WearOS operating system and powered by a Snapdragon Wear chipset.

The OnePlus smartwatch has been a topic of discussion since 2016. And there is no official word from the company yet.

Meanwhile, OnePlus co-founder Carl Pei left the company. Pei is said to be leaving OnePlus to start his own venture and is in talks with investors to raise capital. OnePlus was co-founded in 2013 by Pete Lau and Carl Pei. He has been the face of the company since its inception.

OnePlus recently ventured into earbuds and power bank product categories and it is expected that the brand will expand its portfolio. But as far as the smartwatch is concerned, it may not happen right now.

"
Adobe adds content authenticity feature in Photoshop to fight deep fake photos,,"After the Content Authenticity Initiative (CAI) was announced last year, Adobe has finally introduced a new feature to fight deepfakes and other deceptively manipulated content. There’s a new attribution tool in Adobe Creative Cloud . This feature will be available to select users in pre-release within Photoshop and Behance initially.

The tool is built using an early version of the open standard that will provide a secure layer of tamper-evident attribution data to photos, including the author’s name, location and edit history. This will help users better understand the content they view online and understand whether it's fake or not.

This initiative is made in collaboration with The New York Times Company, Twitter, Microsoft, BBC, Qualcomm, Truepic, WITNESS, CBC and many others. “Collaborating with leaders across a variety of industries will help to create an industry-wide attribution framework, making it easier on consumers and creatives alike to use the tool,” said Adobe in a statement.

With a tamper-evident way, content creators can add their name to their creative work. Adobe believes, “The more creators distribute content with proper attribution, the more consumers will expect and use that information to make judgement calls, thus minimizing the influence of bad actors and deceptive content.”

Back in 2019, Adobe revealed that it is soon going to release a Photoshop Camera app to offer computation photography to all smartphones. The company previewed the Photoshop Camera app at the recently held MAX 2019 conference which brings the power of Photoshop directly into the camera app. That means you need not edit the photo after shooting, you can customise the photo and make it look original even while you are pointing the camera at a subject.

However, Adobe was concerned that “high-quality” photos with “Photoshop magic” might add to the problem of deep fakes in social media. It was then the company started working with researchers at UC Berkeley to create a tool for Adobe that will help recognise deep fakes and red flag manipulated images.

"
Samsung rolls out these Galaxy Fold 2 features to Galaxy Fold smartphone,,"South Korean tech giant Samsung has announced that it is rolling out a new software update to the Galaxy Fold that will enable it to offer some of the popular features of the Samsung Galaxy Z Fold 2.

While the company has announced the update today, it has also specified that the launch date and available features may vary by carrier or region.

After this update, Galaxy Fold users will be able to launch up to three apps together in their preferred split-screen layout using App Pair functionality. Users will be able to access this feature via the Edge Panel, which combines the Multi-Window Tray with Edge Panel, said the company. Users will have to swipe the side of the screen to see up to 22 apps. “The arrangement of the Multi-Active Window layout can now be arranged horizontally, giving you added flexibility for multitasking,” added the company.

This update will also come with the option to connect the Galaxy Fold wirelessly to a Smart TV using Samsung DeX. Once the user taps on the Samsung DeX icon in the quick panel, they can customise the second screen as per their need with screen zoom and various font size options.

The camera upgrades on the Galaxy Fold include Auto framing and Capture View Mode. While the former is said to zoom in or out to track motion to keep the subject centrally framed, the latter is said to capture and review photos in real-time. It is said to show you up to five of the latest photos or videos on the left side of the Main Screen, while giving users a preview of their next shot on the other half. Another camera centric feature is Dual Preview, This feature allows users to show a preview of the image on both the Cover and main screens of Galaxy Fold. This feature also works with video in Pro Video mode.

Lastly, Galaxy Fold users will now get the option to directly share the password of the Wi-Fi you are connected to trusted Galaxy devices that are near them. The updated Wi-Fi feature can also show them the speed of nearby connections (Very Fast, Fast, Normal Slow) to help them find one that’s suitable.

"
Apple may have 'killed' this much-awaited product. Again.,,"All AirPower prototyping / testing has been removed from the schedule for 2021.Sources doubt that it’ll ever be p… https://t.co/JBTT5GGq3n — Jon Prosser (@jon_prosser) 1603747230000

Among all the most awaited Apple products, if there is one product that has been super hyped and talked about then it is Apple’s AirPower charging mat. With every event the company announces and hosts, rumours about this device from the Cupertino-based tech giant come back.Now, as per the latest input, AirPower is “dead” at least for 2021. This was claimed by reliable Apple tipster Jon Prosser who suggests that all AirPower prototyping has been removed from the schedule of 2021.Besides this, he also added, “Sources doubt that it’ll ever be picked back up again.”Apple on its part had already announced in March 2019 that it is pulling the plug on this device. While announcing the cancellation of the Apple AirPower mat Apple said, “After much effort, we've concluded AirPower will not achieve our high standards and we have cancelled the project. We apologize to those customers who were looking forward to this launch. We continue to believe that the future is wireless and are committed to push the wireless experience forward.”This year, Apple has launched a MagSafe charger for wireless charging of its devices, however unlike the AirPower mat it charges one device at a time, whether it is iPhone or AirPods. Further, it isn’t compatible with Apple Watch.In India, the MagSafe charger that offers wireless charging up to 15W is priced at Rs 4,500 and can be purchased through Apple.com."
AMD: AMD to acquire Xilinx for $35 billion,,"Semiconductor designer Advanced Micro Devices Inc ( AMD ) said on Tuesday it would buy Xilinx Inc in a $35 billion all-stock deal, intensifying its battle with Intel Corp in the data center chip market.

The deal, which AMD expects to close at the end of 2021, will create a combined company with 13,000 engineers and a completely outsourced manufacturing strategy that relies heavily on Taiwan Semiconductor Manufacturing Co Ltd (TSMC).

The two U.S. firms have benefited from a more nimble approach to grab market share from Intel, which has struggled with internal manufacturing.

AMD has long been Intel's chief rival for central processor units (CPUs) in the personal computer business.

Since Chief Executive Lisa Su took over AMD in 2014, she has focused on challenging Intel in the fast-growing business of data centers that power internet-based applications and services and are fuelling the rise of artificial intelligence and fifth-generation telecommunications networks.

Xilinx has also been working to penetrate data centers with programmable processors that help speed up specialized tasks such as compressing videos or providing digital encryption. Its primary rival in the area, Altera Corp, was scooped up by Intel for $16.7 billion in 2015 in what was then Intel's largest-ever deal.

""There are some areas where we're very strong, and we will be able to accelerate some of the adoption of the Xilinx product family,"" Su told Reuters in an interview. ""And there are some areas where (Xilinx CEO) Victor (Peng) is very strong, and we believe that we'll be able to accelerate some of the AMD products into those markets.""

The tie-up comes at a time when Intel's manufacturing technology has fallen years behind TSMC's. AMD, which spun off its factories nearly a decade ago, has rocketed ahead of Intel with chips that perform better. The performance edge helped AMD gain its best market share since 2013 at slightly less than 20% of the CPU market, which has in turn pushed its shares up 79% this year.

Shares of AMD fell about 4% in premarket trading, while those of Xilinx surged over 12% after the deal was announced.

Xilinx also uses TSMC's factories, called ""fabs"" in the industry, to make its chips, with both U.S. companies using modular designs that let them swap out different pieces of a chip to avoid bottlenecks or delays.

""We ended up with TSMC, and have stayed with them, not due to any contractual reason - we could go to any fab at any time - but because they are best-in-class,"" Peng told Reuters in an interview. ""It's about the choices you make.""

Under the deal, Xilinx shareholders will receive about 1.7 shares of AMD common stock for each share of Xilinx common stock, valuing Xilinx at $143 per share, or about 24.8% higher than its $114.55 closing price on Oct. 26. AMD shareholders will own about 74% of the combined firm, with Xilinx shareholders owning the remaining 26%.

AMD's Su will lead the combined company as chief executive, with Xilinx's Peng serving as president responsible for the Xilinx business and strategic growth initiatives. The companies expect the deal to generate $300 million in cost savings.

AMD also reported earnings on Tuesday earlier than scheduled. It reported revenue and adjusted earnings of $2.80 billion and 41 cents per share, beating Wall Street expectations of $2.57 billion and 36 cents per share, according to IBES data from Refinitiv.

Bernstein analyst Stacy Rasgon said there is a danger that a major acquisition in an adjacent chip market could distract AMD's leadership while Intel fights to regain market share.

""The worry would be, AMD has this great self-grown story of their own, which is just starting to play out. Why are you doing this now? Is it just opportunistic? Does it distract from the current story?"" he said.

Xilinx's Peng, however, said meetings between the two companies have already revealed they have very similar methods for designing chips.

""I'll be honest, I don't think it's really as challenging as some other combinations,"" he said. ""I had one of my leadership teams who was not familiar with AMD say to me after a meeting, 'Boy, they're just like us.'""

"
Facebook India public policy director Ankhi Das resigns,,"Facebook Inc’s top India lobbyist Ankhi Das has quit, the U.S. tech giant said on Tuesday, months after a political controversy erupted over how the popular social media network regulates political content in the country.

Das, who was Facebook’s public policy head for India, South & Central Asia, has decided to step down to pursue her interest in public service, the company said in a statement.

Facebook and Das drew criticism from left-leaning opposition lawmakers after The Wall Street Journal newspaper in August reported that she opposed applying hate-speech restrictions to some Hindu nationalist individuals and groups, fearing damage to Facebook’s business prospects.

After the article, Facebook India head Ajit Mohan defended Das and the company’s policies in an internal community post seen by Reuters.

The WSJ “article does not reflect the person I know or the extraordinarily complex issues we face everyday that benefits from Ankhi and the Public Policy team’s expertise,” Mohan wrote.

The matter also prompted Facebook employees to question whether proper content regulation policies were being followed in India, leaving the company battling a public relations and political crisis.

Das was considered among India’s most influential corporate lobbying executives and had been central to Facebook’s rise in India since joining the company in 2011.

“Ankhi was one of our earliest employees in India and played an instrumental role in the growth of the company and its services,” Facebook said in a statement announcing Das’s departure.

"
Microsoft: Microsoft and Accenture expand joint initiative to support social entrepreneurs,,"Microsoft and Accenture are expanding a joint initiative announced earlier this year to support startups that are focused on solving business challenges related to sustainability and skilling.

Initially focused on engaging startups with solutions in the areas of agriculture, education and healthcare, Microsoft and Accenture are now extending the program to include startups with solutions that focus on sustainability and skilling. Through the initiative, Microsoft Research India and Accenture Labs will help social enterprise startups test and validate proof-of-concepts, conduct design thinking sessions to help entrepreneurs re-envision the impact of their solutions, and provide support in exploring and using Microsoft technologies.

Startups applying for the program are required to have deployed their solutions and have early signs of impact. The first cohort of startups in the program focused on overcoming challenges in areas of food safety, livelihood, and education, and were supported by Microsoft and Accenture with technology resources and mentoring to scale their solutions. A few notable projects developed by startups in the initial cohort include:

Centre for Aquatic Livelihood Jaljeevika – An IoT-based aquaculture advisory framework on Microsoft Azure is expected to reduce capital expenditure of small-scale fish farmers. Microsoft and Accenture collaborated to scope out the problems leveraging Jaljeevika’s industrial expertise and helped to build the advisory framework.

Akshaya Patra Foundation – Tech startups Syook and Wobot collaborated for a health and safety monitoring system for Akshaya Patra, the world’s largest NGO-run school mid-day meal program. The solution framework, developed by Microsoft and Accenture, includes offerings from both startups and helps build a resilient supply chain while helping to support social distancing and contact tracing for frontline workers in the kitchens. Powered by AI and IoT capabilities of Microsoft Azure, Wobot and Syook, the solution includes a Power BI compliance dashboard that evaluates hygiene levels at the non-profit’s kitchens facilities.

Startups selected for the program will have the opportunity to be part of Microsoft’s Global Social Entrepreneurship Program, which is designed to empower tech-enabled startups that are focused on social and environmental challenges.

"
"Micromax In-series phones to come powered by MediaTek Helio G35, Helio G85 processors, confirm company",,"India is gearing up to game on with the ultimate performance. And we have the perfect processor for that. Share the… https://t.co/drQ4lbZwzr — Micromax India (@Micromax__India) 1603786225000

Just last week, it was revealed that Indian smartphone brand Micromax is set to make a comeback in the country with the launch of entry-level smartphones.Now, the company has taken to Twitter to reveal one key specification of the upcoming handsets.Through its Twitter account, Micromax India has tweeted, “India is gearing up to game on with the ultimate performance. And we have the perfect processor for that. Share the screenshot to tell us which one you think it is. #INMobiles unveiling on 3rd Nov, 12 noon.#MicromaxIsBack #INForIndia”As part of the tweet, the company has posted a GIF in which, two chipsets of MediaTek — Helio G35 and Helio G85 —have been revealed.The company is expected to launch two smartphones — Micromax In 1a and Micromax In 1 — on November 3, as per rumours.“We are delighted to make a comeback in the India market with our sub brand ‘in’. When you have the word India or ‘in’ on you, it gives you a sense of responsibility. The weight of a billion hopes. But bigger than anything is the pride it gives. Our endeavour is to bring India on the global smartphone map again with 'in' mobiles,” Rahul Sharma co-founder, Micromax had said last week.Micromax has manufacturing facilities across locations including Bhiwadi and Hyderabad. The brand says that it has a capacity of producing over 2 million phones per month. Furthermore, the brand is reportedly working on strengthening its already established retail and distribution network. Currently it has a retail presence of more than 10,000 outlets and over 1000 service centres across India."
iPhone: Apple A15 Bionic chipset may use TSMC’s N5P node: Report,,"The A14 Bionic is Apple’s latest chipset that powers the iPhone 12 models. While the iPhone 12 arrived in international markets some days back, rumours about the next Apple chip have already been set in motion. As per a report by The China Times, the next Apple chip -- the A15 Bionic -- will be manufactured using the N5P node by semiconductor maker TSMC . The N5P node is one of the three 5nm nodes currently under development by the Taiwan-based manufacturer, says the report. The A15 Bionic chip is set to power the iPhone 13 series of smartphones.

The report says that the new chips will undergo mass production by Q3 2021 and claims that Apple has already begun working on the same to prevent delays in the launch of the iPhone 13. The coronavirus pandemic delayed the launch of the iPhone 12 series. As per earlier reports, Apple has got the TSMC’s facilities booked for the production of the 5nm chips.

In other Apple-related news, the tech giant is also reportedly planning to unveil a new entry-level AirPods and an upgraded AirPods Pro next year. The Bloomberg report claims the entry-level AirPods would feature a similar design like the most recent AirPods Pro. It also claims that the efforts are on by the Cupertino-based tech giant on enhancing the battery life of the AirPods.

The AirPods Pro are said to get a design upgrade next year, with a new, rounded shape reportedly making way for the current one, which could be similar to Samsung’s true wireless earbuds.

"
"Here's how you can get Rs 5,000 discount on Samsung Galaxy S20 FE",,"NEW DELHI: Samsung recently launched the Fan Edition of its Galaxy S20 smartphone in India. The company launched the Samsung Galaxy S20 FE Rs 44,999. The company has now announced a festive offer as part of which the customers can get the Samsung Galaxy S20FE at Rs 40,999.

Customers can get instant cashback of Rs 5,000 on the purchase of Samsung Galaxy S20 FE. Customers making the purchase through HDFC Bank credit and debit cards can get additional cashback of up to INR 4000, bringing down the effective ownership price of Galaxy S20 FE 128GB variant to Rs 40999 while the 256GB variant will be available for Rs 44999.

Galaxy S20 FE customers opting for Samsung Care+ offer can avail 50% off on accidental and liquid damage (ADLD) protection plan on select smartphones and LTE based tablets.

All three offers are for a limited period, starting today and ending on November 17, 2020.

Samsung Galaxy S20 FE specifications

The Samsung Galaxy S20 FE comes with a 6.5-inch full HD+ display with 1080x2400 pixel resolution. The Infinity O display of the smartphone comes with a 120Hz refresh rate.

The device is powered by an octa-core Qualcomm Snapdragon 865 processor paired with Adreno 650 GPU.

The smartphone comes in two variants -- 6GB RAM and 128GB internal storage and 8GB RAM and 256GB internal storage. Users can further expand the storage up to 1TB by adding a microSD card. Samsung Galaxy S20 FE runs Android 10 operating system topped with the company's own layer of OneUI.

The smartphone comes with single and hybrid SIM support and features an optical fingerprint sensor. Samsung Galaxy S20 FE comes with IP68 rating which makes the device dust and water resistant. The handset also sports stereo speakers which are tuned by AKG and surround sound powered by Dolby Atmos.

Samsung Galaxy S20 FE sports a triple rear camera setup with 12MP main sensor with LED flash, f/1.8 aperture, 8MP telephoto lens with f/2.4 aperture, and 12MP ultra-wide-angle lens with f/2.2 aperture. The front is home to a 32MP selfie shooter with f/2.0 aperture.

The handset is backed by a 4500mAh battery with 25W fast charging and wireless PowerShare feature.

"
Redmi K30S smartphone with 5000 mAh battery launched,,"NEW DELHI: Xiaomi's sub-brand Redmi has expanded its product lineup with the launch of Redmi K30S smartphone in China. The smartphone is said to be the rebranded version of the Xiaomi Mi 10T which the company launched last month. The smartphone runs Android 10 operating system and it is powered by a Qualcomm Snapdragon 865 processor.

The smartphone comes with a starting price tag of 2599 yuan (Rs 28,570) and it can be purchased in Interstellar Black and Moonlight Silver colour options. The handset will go on sale starting November 1.

Redmi K30S specifications

The Redmi K30S comes with a 6.67-inch full HD+ display with 1080x2340 pixel resolution and 144Hz refresh rate. The display is protected with a layer of Corning Gorilla Glass 5 on top. The handset is powered by an octa-core Qualcomm Snapdragon 865 processor paired with Adreno 650 GPU.

Redmi K30S runs Android 10 operating system topped with the company's own MIUI 12. The smartphone packs 8GB of RAM and comes in two storage options -- 128GB and 256GB . USers can further expand the storage by adding a microSD card. The smartphone comes equipped with a side-mounted fingerprint sensor and offers stereo speakers.

Redmi K30S features a triple rear camera setup with 64MP main sensor with f/1.8 aperture, 13MP ultra-wide angle lens with f/2.4 aperture, 5MP 2cm-10cm macro lens with f/2.4 aperture. The front is home to a 20MP selfie shooter with f/2.2 aperture.

The smartphone is backed by a 5000mAh battery with 33W fast charging support.

"
"Apple iPhone 12 buyers, here’s how much you actually need to spend to use fastest MagSafe charging",,"Apple has introduced a new way to wirelessly charge your iPhone 12 with MagSafe . It is basically a wireless charger that offers up to 15W fast charging and magnetically attaches to iPhone 12 and 12 Pro models. It is reliable and you can continue to use your iPhone 12 while it gets charged wirelessly.

The MagSafe charger costs Rs 4,500 in India. But if you think that by just paying Rs 4,500 you will get the entire wireless fast charging experience then you are wrong. After paying for your brand new iPhone 12, the most logical purchase is to get a case or cover to protect your iPhone 12, which is made of glass. Now, this is where things become a bit tricky.

Any random case or cover will not support MagSafe charging. You will have to buy a MagSafe compatible case for the iPhone 12. The cost of the MagSafe case for iPhone 12 and 12 Pro starts at Rs 4,900. With the case and MagSafe charger you can wireless charge as well as protect your new iPhone 12 or 12 Pro from accidental falls. But what about the charging speeds?

If you want to get the fastest wireless charging speed, which is 15W, then you will have to spend another Rs 1,900 for the 20W USB-C power adapter from Apple.

So, in total you will have to spend Rs 11,300 for the entire MagSafe experience-- Rs 4,500 for the MagSafe charger + Rs 4,900 for a MagSafe compatible case from Apple + Rs 1,900 for the 20W USB-C power adapter.

Now, if you are thinking that you may use your MacBook’s 96W power adapter to fast charge your iPhone 12 using MagSafe then you are wrong. Reports claim that you can only get 15W charging if you use Apple’s 20W USB-C adapter. For every other adapter you will most likely get 10W charging. If you think of using Android adapters, then you will get even slower speeds of around 6W.

If you don’t buy the MagSafe compatible case and opt for a cheaper case/cover instead, then you will have to take your iPhone 12 out of the case everytime you want to use the MagSafe charger. Also, if you don’t buy the 20W adapter, it is better to use the cable to charge, as it will be quicker.

What’s so special about the MagSafe? The problem with most wireless chargers is that while the device is charging you will not be able to use it. You even have to be careful that you don’t touch it at all as a slight touch may interrupt the wireless charging process.This is the major problem that Apple has solved with MagSafe. The company has added a coil inside the new iPhone 12 range and added magnets to the charger itself. This enables a magnetic lock between the new iPhone 12 models and the MagSafe charger. Now, as the MagSafe charger is connected to the wall socket via an adapter, you can use the iPhone as well.

Note that you will be able to wirelessly charge iPhone 8 and above models with the MagSafe charger. Also, you can charge your AirPods. But note that the magnetic alignment is only there on iPhone 12 and 12 Pro models. It will be a hassle to charge older iPhones or AirPods with MagSafe as you will have to place the device on top of the charger and leave it for charging ensuring that no sudden movement stops the charging process.

"
"Apple increasing App Store prices in a few countries, including India",,"Countries New changes India New equalization levy of 2% (in addition to the existing goods and services tax of 18%) Indonesia New value-added tax of 10% for developers based outside of Indonesia

NEW DELHI: Tech giant Apple has announced that the App Store prices are set to increase in various countries around the world. The company has taken this decision due to the taxes or charges in foreign exchange rates.Apple has revealed that the app and in-app purchase pricing is set to increase in Brazil, Columbia, India, Indonesia, Russia and South Africa. The new rates will go live in the next few days. Apple mentioned that the pricing reflects a need for an equalisation levy of 2 per cent in India and 10 per cent added tax in Indonesia for developers outside of Indonesia.Prices of apps and in-app purchases (excluding auto-renewable subscriptions) will also be adjusted in Iceland and Albania to align with pricing used in other markets selling in US dollars with value-added tax.In case you are a developer then you can access the new price list of these countries on the Apple Developer website. The price list will help you find out how your apps will be affected. The company has not yet specified that when the new prices will be applied for all users.Apple mentioned, ""You can download the updated price tier charts now. Once these changes go into effect, the Pricing and Availability section of My Apps will be updated, and your proceeds will be adjusted accordingly and calculated based on the tax-exclusive price. You can change the price of your apps and in-app purchases (including auto-renewable subscriptions) at any time in App Store Connect. If you offer subscriptions, you can choose to preserve prices for existing subscribers."""
Realme C17 expected to launch in India next month,,"NEW DELHI: It appears that smartphone maker Realme is all set to launch its latest C-series smartphone in India. According to a tipster Mukul Sharma, Realme will launch the C17 along with the Realme X7 in the country. As per the leak, the company is expected to launch the smartphones in November.

Recently, Realme India CEO Madhav Sheth hinted towards the India launch of X7 and X7 Pro smartphones. Sheth recently posted a question on Twitter asking users whether they want Realme X7 and X7 Pro smartphones in India. This suggests that the company might soon launch the phones in India.

Realme C17 specifications

Realme C17 comes with a 6.5-inch HD+ display with 720x1600 pixel resolution. The 90Hz refresh rate display is made scratch resistant with a coating of Corning Gorilla Glass on top. The smartphone is powered by an octa-core Qualcomm Snapdragon 460 processor paired with Adreno 610 GPU.

Realme C17 packs 6GB of RAM and 128GB internal storage. Users can further expand the storage up to 256GB by adding a microSD card. The dual SIM smartphone runs Android 10 operating system topped with the company's own Realme UI. Relame C17 comes equipped with a rear-mounted fingerprint sensor and is backed by a 5000mAh battery with 18W fast charging support.

Coming to the camera, the Realme C17 sports a quad-rear camera setup which comprises of 13MP main sensor with f/2.2 aperture, LED flash, 8MP 119° ultra-wide camera with f/2.2 aperture, 2MP B&W camera, 2MP 4cm macro camera with f/2.4 aperture. The front of the smartphone is home to an 8MP selfie shooter with f/2.0 aperture.

The smartphone comes with P2i coating which makes the device splash resistant.

Meanwhile, another online report revealed that the company is planning to launch Relame C15 in India with Qualcomm Snapdragon processor.

"
"Samsung cuts price of Galaxy Z Flip by Rs 24,000",,"Meet the #GalaxyZFlip - a phone that has changed the shape of the future with a revolutionary flexible glass, a cam… https://t.co/q7T9XRDgC8 — Samsung India (@SamsungIndia) 1603780201000

NEW DELHI: If you have been waiting to purchase the foldable smartphone from Samsung -- Galaxy Z Flip, then here's some good news for you.The clamshell design foldable smartphone from Samsung has received a second price cut. Recently, the smartphone got its first price cut after which it was selling for Rs 1,08,999 and now the smartphone has received another price cut of Rs 24,000. After the price cut, the smartphone can be purchased at Rs 84,999. The company took to Twitter to announce the price cut.Samsung tweeted, ""Meet the #GalaxyZFlip - a phone that has changed the shape of the future with a revolutionary flexible glass, a camera that is made to stand on its own, and a dual battery that lasts all day long. Make it yours at just ₹84999. T&C apply. http://spr.ly/6017G7Amz.""The new price is already reflecting on the company website.To recall, the Samsung Galaxy Z Flip comes with a 6.7-inch full HD display with a 1080x2636 pixel resolution. The foldable smartphone also has a 1.1-inch Super AMOLED external display. The smartphone is powered by the latest Qualcomm Snapdragon 865+ processor paired with Adreno 650 GPU.The Samsung Galaxy Z Flip packs 8GB RAM and 256GB internal storage. Coming to the camera, the smartphone houses a 12MP primary wide-angle lens and a 12MP ultra-wide-angle lens. The device supports up to 8K digital zoom. The front is home to a 10MP selfie shooter with f/2.4 aperture. The foldable smartphone comes equipped with a side-mounted fingerprint sensor.The Samsung Galaxy Z Flip 5G comes with Samsung Knox, a secure folder, facial recognition. The foldable smartphone is backed by a 3300mAh battery with 15w fast charging, 9w Qi wireless charging. The smartphone comes in three colour options —Mirror Black, Mirror Purple, and Mirror Gold."
